497 - 339 : Serial_Experiments_Lain
498 - 1023 : Wolfs_Rain_OVA
499 - 39195 : Beastars
500 - 34440 : Code_Geass__Hangyaku_no_Lelouch_III_-_Oudou
501 - 9963 : Detective_Conan_Movie_15__Quarter_of_Silence
502 - 227 : FLCL
503 - 6421 : Fullmetal_Alchemist__Brotherhood_Specials
504 - 39468 : Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen
505 - 14719 : JoJo_no_Kimyou_na_Bouken_TV
506 - 14807 : Kara_no_Kyoukai__Mirai_Fukuin
507 - 12031 : Kingdom
508 - 16782 : Kotonoha_no_Niwa
509 - 40397 : Maoujou_de_Oyasumi
510 - 81 : Mobile_Suit_Gundam__The_08th_MS_Team
511 - 2563 : Aria_the_OVA__Arietta
512 - 23199 : Durararax2_Shou
513 - 268 : Golden_Boy
514 - 6045 : Kimi_ni_Todoke
515 - 33206 : Kobayashi-san_Chi_no_Maid_Dragon
516 - 2448 : Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG_-_Individual_Eleven
517 - 5029 : Major_Movie__Yuujou_no_Winning_Shot
518 - 31251 : Mobile_Suit_Gundam__Iron-Blooded_Orphans
519 - 9204 : Omae_Umasou_da_na
520 - 31149 : Persona_3_the_Movie_4__Winter_of_Rebirth
521 - 42923 : SK
522 - 1065 : Touch
523 - 25879 : Working
524 - 31174 : Osomatsu-san
525 - 5682 : Phantom__Requiem_for_the_Phantom
